mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.8,"57 km N of Petersville, Alaska",1648843322918,1648843492720,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02246ttooz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02246ttooz&format=geojson,,,,,automatic,0,50,ak,02246ttooz,",ak02246ttooz,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 1.8 - 57 km N of Petersville, Alaska"
0.35,"4km NNE of Cabazon, CA",1648843222350,1648855863170,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39984015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39984015&format=geojson,,,,,reviewed,0,2,ci,39984015,",ci39984015,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.1299,0.13,195.0,ml,earthquake,"M 0.4 - 4km NNE of Cabazon, CA"
1.55,"5km E of Vallejo, CA",1648842781360,1648881337491,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713156&format=geojson,,,,,reviewed,0,37,nc,73713156,",nc73713156,",",nc,",",nearby-cities,origin,phase-data,",19.0,0.0215,0.13,79.0,md,quarry blast,"M 1.6 Quarry Blast - 5km E of Vallejo, CA"
1.5,"11km SW of Arvin, CA",1648842577990,1648858000230,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39984007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39984007&format=geojson,,,,,reviewed,0,35,ci,39984007,",ci39984007,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.07663,0.2,138.0,ml,earthquake,"M 1.5 - 11km SW of Arvin, CA"
0.85,"8km W of Cobb, CA",1648841840830,1648846935323,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713151&format=geojson,,,,,automatic,0,11,nc,73713151,",nc73713151,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01164,0.02,54.0,md,earthquake,"M 0.9 - 8km W of Cobb, CA"
1.83,Oklahoma,1648841818380,1648842461272,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022gjyc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022gjyc&format=geojson,,,,,reviewed,0,52,ok,2022gjyc,",ok2022gjyc,",",ok,",",origin,phase-data,",45.0,0.1088786343,0.23,35.0,ml,earthquake,M 1.8 - Oklahoma
1.78,"19 km SW of Esperanza, Puerto Rico",1648841635160,1648852953260,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71342988,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71342988&format=geojson,,,,,reviewed,0,49,pr,71342988,",pr71342988,",",pr,",",origin,phase-data,",3.0,,0.13,262.0,md,earthquake,"M 1.8 - 19 km SW of Esperanza, Puerto Rico"
2.4,western Texas,1648841131784,1649459600949,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022gjxs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022gjxs&format=geojson,,,,,reviewed,0,89,tx,2022gjxs,",tx2022gjxs,",",tx,",",origin,phase-data,",15.0,0.1095123813,0.2,62.0,ml,earthquake,M 2.4 - western Texas
2.34,"8 km N of Stanley, Idaho",1648841059900,1648844456300,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80541974,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80541974&format=geojson,,,,,reviewed,0,84,mb,80541974,",mb80541974,",",mb,",",origin,phase-data,",11.0,0.831,0.23,74.0,ml,earthquake,"M 2.3 - 8 km N of Stanley, Idaho"
1.19,"13km WSW of Parkfield, CA",1648840794960,1648897287097,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713146&format=geojson,,,,,reviewed,0,22,nc,73713146,",nc73713146,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.0403,0.04,51.0,md,earthquake,"M 1.2 - 13km WSW of Parkfield, CA"
2.6,"28 km ENE of Cantwell, Alaska",1648840786417,1651095825040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02246tbzmb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02246tbzmb&format=geojson,,,,,automatic,0,104,ak,02246tbzmb,",us7000gz38,ak02246tbzmb,",",us,ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 2.6 - 28 km ENE of Cantwell, Alaska"
1.47,"9km SE of Millville, CA",1648840770780,1648898956283,,https://earthquake.usgs.gov/earthquakes/eventpage/nc71127564,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71127564&format=geojson,,,,,reviewed,0,33,nc,71127564,",nc71127564,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.03611,0.17,55.0,md,earthquake,"M 1.5 - 9km SE of Millville, CA"
0.83,"47 km ENE of Lima, Montana",1648840361220,1648844829660,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80541969,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80541969&format=geojson,,,,,reviewed,0,11,mb,80541969,",mb80541969,",",mb,",",origin,phase-data,",10.0,0.276,0.11,98.0,ml,earthquake,"M 0.8 - 47 km ENE of Lima, Montana"
1.29,"6 km WNW of Gorst, Washington",1648840216650,1649047558330,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61827006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61827006&format=geojson,,,,,reviewed,0,26,uw,61827006,",uw61827006,",",uw,",",origin,phase-data,",5.0,0.003332,0.08,122.0,ml,explosion,"M 1.3 Explosion - 6 km WNW of Gorst, Washington"
1.27,"13km SE of Tehachapi, CA",1648840042480,1648857693722,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983951&format=geojson,,,,,reviewed,0,25,ci,39983951,",ci39983951,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.07011,0.13,63.0,ml,quarry blast,"M 1.3 Quarry Blast - 13km SE of Tehachapi, CA"
1.83,"5 km E of Butte, Montana",1648839810250,1648843945760,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80541964,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80541964&format=geojson,,,,,reviewed,0,52,mb,80541964,",mb80541964,",",mb,",",origin,phase-data,",18.0,0.061,0.13,112.0,ml,quarry blast,"M 1.8 Quarry Blast - 5 km E of Butte, Montana"
1.63,"9km NE of Shingletown, CA",1648839761950,1648858812578,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713136&format=geojson,,,,,reviewed,0,41,nc,73713136,",nc73713136,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.121,0.14,66.0,md,earthquake,"M 1.6 - 9km NE of Shingletown, CA"
1.3,"7km S of Mojave, CA",1648839636830,1648857524080,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983943&format=geojson,,,,,reviewed,0,26,ci,39983943,",ci39983943,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.1182,0.18,52.0,ml,quarry blast,"M 1.3 Quarry Blast - 7km S of Mojave, CA"
1.95,"24 km NW of Stanley, Idaho",1648839424520,1648845615130,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80541959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80541959&format=geojson,,,,,reviewed,0,58,mb,80541959,",mb80541959,",",mb,",",origin,phase-data,",9.0,0.937,0.11,83.0,ml,earthquake,"M 2.0 - 24 km NW of Stanley, Idaho"
1.54,"6 km SSE of P?hala, Hawaii",1648838571090,1648850404330,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72970277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72970277&format=geojson,,,,,reviewed,0,36,hv,72970277,",hv72970277,",",hv,",",origin,phase-data,",22.0,,0.12,215.0,md,earthquake,"M 1.5 - 6 km SSE of P?hala, Hawaii"
1.7,"1 km ESE of Acme, Washington",1648838448090,1649047552330,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61827001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61827001&format=geojson,,,,,reviewed,0,44,uw,61827001,",uw61827001,",",uw,",",origin,phase-data,",11.0,0.03082,0.14,159.0,ml,earthquake,"M 1.7 - 1 km ESE of Acme, Washington"
4.5,"9 km S of Piedecuesta, Colombia",1648838340317,1651095491040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gz2y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gz2y&format=geojson,,,,,reviewed,0,312,us,7000gz2y,",us7000gz2y,",",us,",",origin,phase-data,",,1.0,1.06,71.0,mb,earthquake,"M 4.5 - 9 km S of Piedecuesta, Colombia"
3.1,"47 km ENE of Pedro Bay, Alaska",1648838331090,1651095213040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gz30,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gz30&format=geojson,,,,,reviewed,0,148,us,7000gz30,",us7000gz30,",",us,",",origin,phase-data,",,0.124,0.65,62.0,ml,earthquake,"M 3.1 - 47 km ENE of Pedro Bay, Alaska"
-0.18,"12 km WNW of Dutch Harbor, Alaska",1648837965740,1648864084250,,https://earthquake.usgs.gov/earthquakes/eventpage/av91526941,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91526941&format=geojson,,,,,reviewed,0,0,av,91526941,",av91526941,",",av,",",origin,phase-data,",6.0,,0.13,114.0,ml,earthquake,"M -0.2 - 12 km WNW of Dutch Harbor, Alaska"
4.8,South Sandwich Islands region,1648837865410,1651094985040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h06t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h06t&format=geojson,,,,,reviewed,0,354,us,7000h06t,",us7000h06t,",",us,",",origin,phase-data,",,6.225,0.92,93.0,mb,earthquake,M 4.8 - South Sandwich Islands region
1.55,"3 km WSW of Mill Creek, Oklahoma",1648837690220,1649077511789,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022gjvv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022gjvv&format=geojson,,,,,reviewed,0,37,ok,2022gjvv,",ok2022gjvv,",",ok,",",origin,phase-data,",48.0,0.23125462,0.4,80.0,ml,quarry blast,"M 1.6 Quarry Blast - 3 km WSW of Mill Creek, Oklahoma"
-0.59,"12 km WNW of Dutch Harbor, Alaska",1648837209420,1648864962980,,https://earthquake.usgs.gov/earthquakes/eventpage/av91053523,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91053523&format=geojson,,,,,reviewed,0,0,av,91053523,",av91053523,",",av,",",origin,phase-data,",5.0,,0.13,138.0,ml,earthquake,"M -0.6 - 12 km WNW of Dutch Harbor, Alaska"
0.84,"7 km E of Victor, Idaho",1648837187500,1648845053620,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80541944,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80541944&format=geojson,,,,,reviewed,0,11,mb,80541944,",mb80541944,",",mb,",",origin,phase-data,",9.0,0.032,0.18,144.0,ml,earthquake,"M 0.8 - 7 km E of Victor, Idaho"
1.9,"50 km SSE of Glacier View, Alaska",1648836260031,1648836408066,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02246sna8i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02246sna8i&format=geojson,,,,,automatic,0,56,ak,02246sna8i,",ak02246sna8i,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 1.9 - 50 km SSE of Glacier View, Alaska"
-0.3,"8 km S of Truckee, California",1648836111480,1649373621442,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00836883,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00836883&format=geojson,,,,,reviewed,0,0,nn,00836883,",nn00836883,",",nn,",",origin,phase-data,",4.0,0.06,0.1426,169.7,ml,earthquake,"M -0.3 - 8 km S of Truckee, California"
1.84,"4km SE of Home Gardens, CA",1648836081160,1648852842498,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983879,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983879&format=geojson,,,,,reviewed,0,52,ci,39983879,",ci39983879,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",47.0,0.05138,0.22,38.0,ml,quarry blast,"M 1.8 Quarry Blast - 4km SE of Home Gardens, CA"
0.97,"4km WNW of Ojai, CA",1648835630260,1648841809753,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983871&format=geojson,,,,,reviewed,0,14,ci,39983871,",ci39983871,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.09906,0.19,83.0,ml,earthquake,"M 1.0 - 4km WNW of Ojai, CA"
1.36,"12 km W of Greenwater, Washington",1648835338100,1649116969690,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61826991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61826991&format=geojson,,,,,reviewed,0,28,uw,61826991,",uw61826991,",",uw,",",origin,phase-data,",12.0,0.04865,0.08,133.0,ml,explosion,"M 1.4 Explosion - 12 km W of Greenwater, Washington"
1.0,"7km NNE of Borrego Springs, CA",1648834868220,1648852505695,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983839,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983839&format=geojson,,,,,reviewed,0,15,ci,39983839,",ci39983839,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.01255,0.18,73.0,ml,earthquake,"M 1.0 - 7km NNE of Borrego Springs, CA"
0.85,"8km NW of The Geysers, CA",1648834137900,1648836858300,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713131&format=geojson,,,,,automatic,0,11,nc,73713131,",nc73713131,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01142,0.01,103.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
-0.7,"18 km NE of Milford, Utah",1648834100870,1648838696800,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60488217,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60488217&format=geojson,,,,,reviewed,0,0,uu,60488217,",uu60488217,",",uu,",",origin,phase-data,",7.0,0.02271,0.05,110.0,md,earthquake,"M -0.7 - 18 km NE of Milford, Utah"
0.42,"11km W of The Geysers, CA",1648834095970,1648880405914,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713126&format=geojson,,,,,reviewed,0,3,nc,73713126,",nc73713126,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.02822,0.06,202.0,md,earthquake,"M 0.4 - 11km W of The Geysers, CA"
2.32,"4 km SSW of Tallaboa, Puerto Rico",1648832951590,1648834402890,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71342963,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71342963&format=geojson,,,,,reviewed,0,83,pr,71342963,",pr71342963,",",pr,",",origin,phase-data,",12.0,,0.12,164.0,md,earthquake,"M 2.3 - 4 km SSW of Tallaboa, Puerto Rico"
0.69,"5 km ESE of Alder, Montana",1648832625170,1648835804320,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80541934,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80541934&format=geojson,,,,,reviewed,0,7,mb,80541934,",mb80541934,",",mb,",",origin,phase-data,",6.0,0.064,0.1,131.0,ml,quarry blast,"M 0.7 Quarry Blast - 5 km ESE of Alder, Montana"
0.74,"5km N of Lake Elsinore, CA",1648832457120,1648852185581,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983815,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983815&format=geojson,,,,,reviewed,0,8,ci,39983815,",ci39983815,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.05852,0.09,79.0,ml,quarry blast,"M 0.7 Quarry Blast - 5km N of Lake Elsinore, CA"
2.3,"3 km N of Quechee, Vermont",1648832169008,1649287080976,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gz5w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gz5w&format=geojson,271.0,3.6,,,reviewed,0,179,us,7000gz5w,",us7000gz5w,",",us,",",dyfi,origin,phase-data,",,0.099,0.36,72.0,ml,earthquake,"M 2.3 - 3 km N of Quechee, Vermont"
1.91,"13km SSE of Anderson, CA",1648831826460,1648838351427,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713121&format=geojson,1.0,1.0,,,reviewed,0,56,nc,73713121,",nc73713121,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",16.0,0.1632,0.15,72.0,md,earthquake,"M 1.9 - 13km SSE of Anderson, CA"
4.2,south of the Fiji Islands,1648831741592,1649451799040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h06l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h06l&format=geojson,,,,,reviewed,0,271,us,7000h06l,",us7000h06l,",",us,",",origin,phase-data,",,7.083,0.57,125.0,mb,earthquake,M 4.2 - south of the Fiji Islands
1.56,"12km WSW of Salton City, CA",1648831542740,1648852017910,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983799,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983799&format=geojson,,,,,reviewed,0,37,ci,39983799,",ci39983799,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",68.0,0.08299,0.18,42.0,ml,earthquake,"M 1.6 - 12km WSW of Salton City, CA"
2.5,"40 km NE of Ouzinkie, Alaska",1648830922074,1650899435040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02246rn2dr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02246rn2dr&format=geojson,,,,,automatic,0,96,ak,02246rn2dr,",us7000gz26,ak02246rn2dr,",",us,ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 2.5 - 40 km NE of Ouzinkie, Alaska"
0.89,"7km W of Cobb, CA",1648830739250,1648832475848,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713116&format=geojson,,,,,automatic,0,12,nc,73713116,",nc73713116,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01146,0.02,53.0,md,earthquake,"M 0.9 - 7km W of Cobb, CA"
1.3,"7km W of Cobb, CA",1648830709350,1648892712635,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713111&format=geojson,,,,,reviewed,0,26,nc,73713111,",nc73713111,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.01059,0.03,32.0,md,earthquake,"M 1.3 - 7km W of Cobb, CA"
0.34,"84 km W of Adak, Alaska",1648830069820,1648860251860,,https://earthquake.usgs.gov/earthquakes/eventpage/av91053508,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91053508&format=geojson,,,,,reviewed,0,2,av,91053508,",av91053508,",",av,",",origin,phase-data,",5.0,,0.23,173.0,ml,earthquake,"M 0.3 - 84 km W of Adak, Alaska"
1.5,"2km S of Devore, CA",1648829743440,1648851456090,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983759,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983759&format=geojson,,,,,reviewed,0,35,ci,39983759,",ci39983759,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",57.0,0.02575,0.13,45.0,ml,earthquake,"M 1.5 - 2km S of Devore, CA"
2.29,"14km SSW of Arvin, CA",1648829471980,1648850900840,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983735,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983735&format=geojson,,,,,reviewed,0,81,ci,39983735,",ci39983735,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",51.0,0.05109,0.2,24.0,ml,earthquake,"M 2.3 - 14km SSW of Arvin, CA"
1.89999998,"7 km E of P?hala, Hawaii",1648829464450,1648829726010,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72970177,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72970177&format=geojson,,,,,automatic,0,56,hv,72970177,",hv72970177,",",hv,",",origin,phase-data,",33.0,,0.119999997,168.0,md,earthquake,"M 1.9 - 7 km E of P?hala, Hawaii"
4.4,"77 km SW of Buala, Solomon Islands",1648828874831,1650899376040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gz24,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gz24&format=geojson,,,,,reviewed,0,298,us,7000gz24,",us7000gz24,",",us,",",origin,phase-data,",,1.273,0.91,67.0,mb,earthquake,"M 4.4 - 77 km SW of Buala, Solomon Islands"
2.63,"4 km S of Tallaboa, Puerto Rico",1648828869670,1648831533308,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71342953,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71342953&format=geojson,1.0,2.0,,,reviewed,0,107,pr,71342953,",pr71342953,",",pr,",",dyfi,origin,phase-data,",21.0,,0.17,162.0,md,earthquake,"M 2.6 - 4 km S of Tallaboa, Puerto Rico"
1.94,"4 km SSW of Tallaboa, Puerto Rico",1648828676530,1648830119350,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71342948,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71342948&format=geojson,,,,,reviewed,0,58,pr,71342948,",pr71342948,",",pr,",",origin,phase-data,",15.0,,0.09,166.0,md,earthquake,"M 1.9 - 4 km SSW of Tallaboa, Puerto Rico"
0.46,"2km NNE of The Geysers, CA",1648828039590,1648829652676,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713101&format=geojson,,,,,automatic,0,3,nc,73713101,",nc73713101,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.009021,0.02,97.0,md,earthquake,"M 0.5 - 2km NNE of The Geysers, CA"
1.63,"2km NNW of The Geysers, CA",1648827893030,1648932555717,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713096&format=geojson,,,,,reviewed,0,41,nc,73713096,",nc73713096,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",52.0,0.01109,0.04,54.0,md,earthquake,"M 1.6 - 2km NNW of The Geysers, CA"
4.7,"116 km W of Ternate, Indonesia",1648827608077,1649452316040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h06i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h06i&format=geojson,,,,,reviewed,0,340,us,7000h06i,",us7000h06i,",",us,",",origin,phase-data,",,1.029,0.82,68.0,mb,earthquake,"M 4.7 - 116 km W of Ternate, Indonesia"
3.02,"19km SE of Willow Creek, CA",1648827119620,1650899193040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713091&format=geojson,2.0,2.7,,,reviewed,0,141,nc,73713091,",nc73713091,us7000gz0l,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",56.0,0.2071,0.14,28.0,ml,earthquake,"M 3.0 - 19km SE of Willow Creek, CA"
1.78999996,"13 km S of Honaunau-Napoopoo, Hawaii",1648827006340,1648827205250,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72970132,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72970132&format=geojson,,,,,automatic,0,49,hv,72970132,",hv72970132,",",hv,",",origin,phase-data,",33.0,,0.300000012,218.0,md,earthquake,"M 1.8 - 13 km S of Honaunau-Napoopoo, Hawaii"
0.82,"18km ESE of Julian, CA",1648826978470,1648849011953,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983695,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983695&format=geojson,,,,,reviewed,0,10,ci,39983695,",ci39983695,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.08392,0.13,69.0,ml,earthquake,"M 0.8 - 18km ESE of Julian, CA"
1.5,California-Nevada border region,1648826527272,1648867144540,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00836493,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00836493&format=geojson,,,,,reviewed,0,35,nn,00836493,",nn00836493,",",nn,",",origin,phase-data,",18.0,0.108,0.1278,150.4,ml,earthquake,M 1.5 - California-Nevada border region
1.3,"34 km NW of Silver Peak, Nevada",1648826523082,1648867145307,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00836496,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00836496&format=geojson,,,,,reviewed,0,26,nn,00836496,",nn00836496,",",nn,",",origin,phase-data,",3.0,0.042,0.0439,289.68,ml,earthquake,"M 1.3 - 34 km NW of Silver Peak, Nevada"
0.17,"15km SW of Searles Valley, CA",1648826478730,1648858104136,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39983687,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39983687&format=geojson,,,,,reviewed,0,0,ci,39983687,",ci39983687,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.09331,0.05,185.0,ml,earthquake,"M 0.2 - 15km SW of Searles Valley, CA"
0.31,"21 km ESE of Three Rivers, Oregon",1648825519480,1649179766230,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61826946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61826946&format=geojson,,,,,reviewed,0,1,uw,61826946,",uw61826946,",",uw,",",origin,phase-data,",7.0,0.01533,0.08,118.0,ml,earthquake,"M 0.3 - 21 km ESE of Three Rivers, Oregon"
2.7,"53 km SSW of Whites City, New Mexico",1648825325746,1650899006040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022gjpa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022gjpa&format=geojson,,,,,reviewed,0,112,tx,2022gjpa,",us7000gz0e,tx2022gjpa,",",us,tx,",",origin,phase-data,",18.0,0.07241115547,0.2,98.0,ml,earthquake,"M 2.7 - 53 km SSW of Whites City, New Mexico"
0.86,"5km WNW of Cobb, CA",1648824591500,1648832476848,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73713086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73713086&format=geojson,,,,,automatic,0,11,nc,73713086,",nc73713086,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01225,0.03,166.0,md,earthquake,"M 0.9 - 5km WNW of Cobb, CA"
1.5,"31 km SE of Mina, Nevada",1648823949783,1648867143273,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00836492,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00836492&format=geojson,,,,,reviewed,0,35,nn,00836492,",nn00836492,",",nn,",",origin,phase-data,",17.0,0.064,0.0925,108.73,ml,earthquake,"M 1.5 - 31 km SE of Mina, Nevada"
